headline,published,ticker
ММК оценил рост спроса на сталь в РФ в 23г в 12%,2024-02-16 10:31:17,MAGN
ММК оценил рост спроса на сталь в РФ в 23г в 12%,2024-02-16 10:31:17,CHMF
АЭРОФЛОТ ЗАВЕРШИЛ СТРАХОВОЕ УРЕГУЛИРОВАНИЕ ЕЩЕ ПО 7 ИНОСТРАННЫМ САМОЛЕТАМ - КОМПАНИЯ,2024-02-16 10:34:00,AFLT
«Аэрофлот» урегулировал с лизингодателями споры по еще семи самолетам,2024-02-16 11:27:36,AFLT
"""Московский кредитный банк"" разместил замещающие облигации на 111 млн евро",2024-02-16 11:49:13,CBOM
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,ROSN
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,SNGS
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,SIBN
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,SNGSP
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,BANE
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,LKOH
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,TATNP
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,TATN
"РФ сократила ж/д экспорт мазута на 1,2% в янв 24/23гг при снижении переработки",2024-02-16 12:13:18,BANEP
Суд отклонил иск к МТС на $1 млрд из-за «голой вечеринки» Ивлеевой,2024-02-16 12:20:51,MTSS
"Магаданские недропользователи в январе добыли 2,7 тонны золота",2024-02-16 12:24:17,PLZL
"""Т Плюс"" организовала ассоциацию из 10 вузов для привлечения студентов в теплоэнергетику",2024-02-16 12:57:56,ROSN
Мосбиржа с 19 февраля допустит акции Совкомбанка к вечерним торгам,2024-02-16 12:58:00,SVCB
"""АГД Даймондс"" потребовала через суд $14,25 млн со своей бельгийской сбытовой ""дочки""",2024-02-16 13:09:00,KLSB
Индия возобновила закупки российской нефти Sokol после 2-месячного перерыва — источники,2024-02-16 13:40:20,ROSN
"""Роснефть"" будет реализовывать новую программу по изучению и сохранению фауны в Арктике",2024-02-16 13:53:40,ROSN
"Ставки по кредитам, в том числе ипотеке в РФ снизятся не раньше II полугодия – ВТБ",2024-02-16 14:02:21,VTBR
Логистический центр Wildberries в Ростовской области намерены запустить до конца 2025 года,2024-02-16 14:07:02,MRKP
Логистический центр Wildberries в Ростовской области намерены запустить до конца 2025 года,2024-02-16 14:07:02,MRKC
"Депутат пригласил представителей ""Яндекса"" в Госдуму для обсуждения вопроса цен на такси",2024-02-16 14:07:39,YNDX
"""Газпром"" разместил дополнительный выпуск замещающих облигаций на 55,2 млн евро",2024-02-16 14:08:40,GAZP
В Поморье выделили 229 млн рублей на благоустройство центров малых городов,2024-02-16 14:11:49,MRKP
